source_uic,target_uic,weight_minutes,source_name,target_name
71043075,71793000,14.0,FIGUERES-VILAFANT,GIRONA
71043075,87784009,23.0,FIGUERES-VILAFANT,Perpignan
71718010,71793000,41.0,Barcelone-Sants,GIRONA
71793000,71043075,15.0,GIRONA,FIGUERES-VILAFANT
71793000,71718010,42.0,GIRONA,Barcelone-Sants
71793150,87785006,6.0,Portbou,Cerbère
80021402,80203471,26.0,Augsburg Hbf,Munich
80021402,80291039,42.0,Augsburg Hbf,Ulm Hbf
80077990,80659698,4.0,Berlin-Gesundbrunnen,Berlin Hbf-Lehrter Bahnhof Nord
80110650,80140087,44.0,Frankfurt (Main) Sued,Mannheim Hbf
80110650,80160432,126.0,Frankfurt (Main) Sued,Erfurt Hbf
80110684,80140087,37.0,Francfort sur le Main,Mannheim Hbf
80110684,80142281,78.0,Francfort sur le Main,Karlsruhe Hbf
80110684,80160432,126.0,Francfort sur le Main,Erfurt Hbf
80140087,80110650,36.0,Mannheim Hbf,Frankfurt (Main) Sued
80140087,80110684,36.0,Mannheim Hbf,Francfort sur le Main
80140087,80142281,23.0,Mannheim Hbf,Karlsruhe Hbf
80140087,80196980,37.0,Mannheim Hbf,Kaiserslautern Hbf
80140087,80253914,93.0,Mannheim Hbf,Sarrebruck
80140087,80290346,40.0,Mannheim Hbf,Stuttgart Hbf
80142281,80110684,72.0,Karlsruhe Hbf,Francfort sur le Main
80142281,80140087,23.0,Karlsruhe Hbf,Mannheim Hbf
80142281,80142778,22.0,Karlsruhe Hbf,Baden-Baden
80142281,80290346,36.0,Karlsruhe Hbf,Stuttgart Hbf
80142281,80290551,44.0,Karlsruhe Hbf,Esslingen (Neckar)
80142281,80297796,26.0,Karlsruhe Hbf,Vaihingen (Enz)
80142281,87113001,147.0,Karlsruhe Hbf,Paris Est
80142281,87212027,40.0,Karlsruhe Hbf,Strasbourg
80142778,80142281,18.0,Baden-Baden,Karlsruhe Hbf
80142778,87212027,30.0,Baden-Baden,Strasbourg
80142893,80142901,3.0,Appenweier,Legelshurst
80142893,80143099,6.0,Appenweier,Offenburg
80142901,80142893,3.0,Legelshurst,Appenweier
80142901,80142919,2.0,Legelshurst,Kork
80142919,80142901,3.0,Kork,Legelshurst
80142919,80142927,2.0,Kork,Kehl
80142927,80142919,3.0,Kehl,Kork
80142927,87212027,25.0,Kehl,Strasbourg
80142927,87338525,4.0,Kehl,Krimmeri Meinau
80143099,80142893,4.0,Offenburg,Appenweier
80143099,80143198,10.0,Offenburg,Lahr (Schwarzw)
80143099,87212027,21.0,Offenburg,Strasbourg
80143198,80143099,11.0,Lahr (Schwarzw),Offenburg
80143198,80143255,7.0,Lahr (Schwarzw),Ringsheim
80143255,80143099,16.0,Ringsheim,Offenburg
80143255,80143198,7.0,Ringsheim,Lahr (Schwarzw)
80143255,80143503,19.0,Ringsheim,Freiburg (Breisgau) Hbf
80143503,80143255,19.0,Freiburg (Breisgau) Hbf,Ringsheim
80143503,80144139,19.0,Freiburg (Breisgau) Hbf,Muellheim (Baden)
80144139,80143503,21.0,Muellheim (Baden),Freiburg (Breisgau) Hbf
80144139,80144154,3.0,Muellheim (Baden),Neuenburg (Baden)
80144154,80144139,4.0,Neuenburg (Baden),Muellheim (Baden)
80144154,87182840,6.0,Neuenburg (Baden),Bantzenheim
80160432,80110650,122.0,Erfurt Hbf,Frankfurt (Main) Sued
80160432,80110684,126.0,Erfurt Hbf,Francfort sur le Main
80160432,80230029,31.0,Erfurt Hbf,Halle (Saale) Hbf
80190512,80190603,12.0,Mainz Hbf,Nierstein
80190603,80190512,17.0,Nierstein,Mainz Hbf
80190603,80190686,17.0,Nierstein,Worms Hbf
80190686,80190603,22.0,Worms Hbf,Nierstein
80190686,80190736,12.0,Worms Hbf,Frankenthal Hbf
80190736,80190686,18.0,Frankenthal Hbf,Worms Hbf
80190736,80190827,10.0,Frankenthal Hbf,Ludwigshafen (Rhein) Hbf
80190827,80190736,7.0,Ludwigshafen (Rhein) Hbf,Frankenthal Hbf
80190827,80194043,22.0,Ludwigshafen (Rhein) Hbf,Neustadt (Weinstr) Hbf
80191031,80646133,1.0,Woerth (Rhein),Maximiliansau Im Ruesten
80191031,87212464,11.0,Woerth (Rhein),Lauterbourg
80191049,80191031,4.0,Hagenbach,Woerth (Rhein)
80191049,80646133,2.0,Hagenbach,Maximiliansau Im Ruesten
80191049,80646141,2.0,Hagenbach,Neuburg (Rhein)
80191064,80646141,2.0,Berg (Pfalz),Neuburg (Rhein)
80191064,87212464,4.0,Berg (Pfalz),Lauterbourg
80194043,80190827,15.0,Neustadt (Weinstr) Hbf,Ludwigshafen (Rhein) Hbf
80194043,80194217,5.0,Neustadt (Weinstr) Hbf,Edenkoben
80194043,80920793,2.0,Neustadt (Weinstr) Hbf,Neustadt (Weinstraße) Süd
80194209,80194043,5.0,Maikammer-Kirrweiler,Neustadt (Weinstr) Hbf
80194209,80194217,2.0,Maikammer-Kirrweiler,Edenkoben
80194209,80920793,3.0,Maikammer-Kirrweiler,Neustadt (Weinstraße) Süd
80194217,80194209,2.0,Edenkoben,Maikammer-Kirrweiler
80194217,80194225,2.0,Edenkoben,Edesheim (Pfalz)
80194217,80194266,6.0,Edenkoben,Landau (Pfalz) Hbf
80194225,80194217,2.0,Edesheim (Pfalz),Edenkoben
80194225,80194233,2.0,Edesheim (Pfalz),Knöringen-Essingen
80194233,80194225,2.0,Knöringen-Essingen,Edesheim (Pfalz)
80194233,80194266,5.0,Knöringen-Essingen,Landau (Pfalz) Hbf
80194266,80194043,11.0,Landau (Pfalz) Hbf,Neustadt (Weinstr) Hbf
80194266,80194233,3.0,Landau (Pfalz) Hbf,Knöringen-Essingen
80194266,80194324,9.0,Landau (Pfalz) Hbf,Winden (Pfalz)
80194308,80194266,4.0,Insheim,Landau (Pfalz) Hbf
80194316,80194308,2.0,Rohrbach (Pfalz),Insheim
80194324,80194266,7.0,Winden (Pfalz),Landau (Pfalz) Hbf
80194324,80194308,5.0,Winden (Pfalz),Insheim
80194324,80194316,5.0,Winden (Pfalz),Rohrbach (Pfalz)
80194324,80194332,4.0,Winden (Pfalz),Schaidt (Pfalz)
80194324,87213470,16.0,Winden (Pfalz),Wissembourg
80194332,80194324,5.0,Schaidt (Pfalz),Winden (Pfalz)
80194332,80359331,2.0,Schaidt (Pfalz),Steinfeld (Pfalz)
80196980,80110684,86.0,Kaiserslautern Hbf,Francfort sur le Main
80196980,80140087,36.0,Kaiserslautern Hbf,Mannheim Hbf
80196980,80253914,35.0,Kaiserslautern Hbf,Sarrebruck
80197871,80359331,1.0,Kapsweyer,Steinfeld (Pfalz)
80197871,80359349,2.0,Kapsweyer,Schweighofen
80203471,80021402,27.0,Munich,Augsburg Hbf
80230029,80160432,30.0,Halle (Saale) Hbf,Erfurt Hbf
80230029,80659714,63.0,Halle (Saale) Hbf,Berlin Suedkreuz
80251819,80251850,6.0,Trèves,Konz Mitte
80251850,80251819,7.0,Konz Mitte,Trèves
80251850,80251967,29.0,Konz Mitte,Perl
80251967,80251850,24.0,Perl,Konz Mitte
80251967,87191643,8.0,Perl,Apach
80253914,80140087,83.0,Sarrebruck,Mannheim Hbf
80253914,80196980,36.0,Sarrebruck,Kaiserslautern Hbf
80253914,87113001,110.0,Sarrebruck,Paris Est
80253914,87193003,9.0,Sarrebruck,Forbach
80253914,87193615,19.0,Sarrebruck,Sarreguemines
80253914,87212027,121.0,Sarrebruck,Strasbourg
80290346,80021402,100.0,Stuttgart Hbf,Augsburg Hbf
80290346,80140087,40.0,Stuttgart Hbf,Mannheim Hbf
80290346,80142281,39.0,Stuttgart Hbf,Karlsruhe Hbf
80290346,80291039,55.0,Stuttgart Hbf,Ulm Hbf
80290346,80297796,16.0,Stuttgart Hbf,Vaihingen (Enz)
80290551,80142281,52.0,Esslingen (Neckar),Karlsruhe Hbf
80290551,80291039,49.0,Esslingen (Neckar),Ulm Hbf
80291039,80021402,41.0,Ulm Hbf,Augsburg Hbf
80291039,80290346,57.0,Ulm Hbf,Stuttgart Hbf
80291039,80290551,54.0,Ulm Hbf,Esslingen (Neckar)
80297796,80142281,27.0,Vaihingen (Enz),Karlsruhe Hbf
80297796,80290346,25.0,Vaihingen (Enz),Stuttgart Hbf
80359331,80194332,2.0,Steinfeld (Pfalz),Schaidt (Pfalz)
80359331,80197871,1.0,Steinfeld (Pfalz),Kapsweyer
80359349,80197871,2.0,Schweighofen,Kapsweyer
80359349,87213470,4.0,Schweighofen,Wissembourg
80646133,80191031,2.0,Maximiliansau Im Ruesten,Woerth (Rhein)
80646133,80191049,2.0,Maximiliansau Im Ruesten,Hagenbach
80646141,80191049,2.0,Neuburg (Rhein),Hagenbach
80646141,80191064,2.0,Neuburg (Rhein),Berg (Pfalz)
80659698,80077990,4.0,Berlin Hbf-Lehrter Bahnhof Nord,Berlin-Gesundbrunnen
80659698,80659714,4.0,Berlin Hbf-Lehrter Bahnhof Nord,Berlin Suedkreuz
80659714,80230029,63.0,Berlin Suedkreuz,Halle (Saale) Hbf
80659714,80659698,6.0,Berlin Suedkreuz,Berlin Hbf-Lehrter Bahnhof Nord
80920793,80194043,3.0,Neustadt (Weinstraße) Süd,Neustadt (Weinstr) Hbf
80920793,80194209,3.0,Neustadt (Weinstraße) Süd,Maikammer-Kirrweiler
82001000,82002501,3.0,Luxembourg,Howald
82001000,82006030,9.0,Luxembourg,Bettembourg
82001000,82007104,2.0,Luxembourg,Luxembourg secteur Hollerich
82001000,87191007,21.0,Luxembourg,Thionville
82001000,87192039,42.0,Luxembourg,Metz
82002501,82001000,4.0,Howald,Luxembourg
82002501,82006030,6.0,Howald,Bettembourg
82002501,82260018,14.0,Howald,Bettembourg Gare
82002501,82916015,6.0,Howald,Luxembourg Gare
82006030,82001000,10.0,Bettembourg,Luxembourg
82006030,82002501,7.0,Bettembourg,Howald
82006030,87191007,12.0,Bettembourg,Thionville
82006030,87191163,7.0,Bettembourg,Hettange-Grande
82007104,82001000,3.0,Luxembourg secteur Hollerich,Luxembourg
82007104,82007146,7.0,Luxembourg secteur Hollerich,Dippach secteur Reckange
82007146,82007104,7.0,Dippach secteur Reckange,Luxembourg secteur Hollerich
82007146,82007187,4.0,Dippach secteur Reckange,Bascharage secteur Sanem
82007187,82007146,4.0,Bascharage secteur Sanem,Dippach secteur Reckange
82007187,82009300,3.0,Bascharage secteur Sanem,Petange
82009300,82007187,3.0,Petange,Bascharage secteur Sanem
82009300,82009407,4.0,Petange,Rodange
82009407,82009300,3.0,Rodange,Petange
82009407,87194001,7.0,Rodange,Longwy
82260018,82002501,12.0,Bettembourg Gare,Howald
82260018,82916015,15.0,Bettembourg Gare,Luxembourg Gare
82916015,82002501,6.0,Luxembourg Gare,Howald
82916015,82260018,24.0,Luxembourg Gare,Bettembourg Gare
83000356,83002048,51.0,Turin Porta Susa,OULX CESANA CLAVIERE SESTRIERE
83000356,83016451,88.0,Turin Porta Susa,MILANO PORTA GARIBALDI
83002048,83000356,52.0,OULX CESANA CLAVIERE SESTRIERE,Turin Porta Susa
83002048,83002196,62.0,OULX CESANA CLAVIERE SESTRIERE,TORINO PORTA NUOVA
83002048,87742007,29.0,OULX CESANA CLAVIERE SESTRIERE,Modane
83002196,83002048,57.0,TORINO PORTA NUOVA,OULX CESANA CLAVIERE SESTRIERE
83002196,83016451,150.0,TORINO PORTA NUOVA,MILANO PORTA GARIBALDI
83016451,83000356,89.0,MILANO PORTA GARIBALDI,Turin Porta Susa
83016451,83002196,145.0,MILANO PORTA GARIBALDI,TORINO PORTA NUOVA
83045013,87756403,45.0,VENTIMIGLIA,Monaco-Monte-Carlo
83045013,87756494,12.0,VENTIMIGLIA,Menton Garavan
85000109,85030007,53.0,Basel SBB,Zuerich HB
85000109,87182063,19.0,Basel SBB,Mulhouse
85000109,87182139,7.0,Basel SBB,Saint-Louis
85000109,87187930,4.0,Basel SBB,Bâle Saint-Jean
85010009,85010033,2.0,Zimeysa,Satigny
85010009,85010066,2.0,Zimeysa,Meyrin
85010017,85010025,3.0,La Plaine (Suisse),Russin
85010017,87745380,6.0,La Plaine (Suisse),Pougny - Chancy
85010025,85010017,3.0,Russin,La Plaine (Suisse)
85010025,85010033,4.0,Russin,Satigny
85010025,87745380,8.0,Russin,Pougny - Chancy
85010033,85010009,2.0,Satigny,Zimeysa
85010033,85010025,3.0,Satigny,Russin
85010066,85010009,2.0,Meyrin,Zimeysa
85010066,85010074,2.0,Meyrin,Vernier
85010074,85010066,1.0,Vernier,Meyrin
85010074,85010082,5.0,Vernier,Genève Cornavin
85010074,85161554,5.0,Vernier,Lancy-Pont-Rouge
85010082,85010074,3.0,Genève Cornavin,Vernier
85010082,85011205,38.0,Genève Cornavin,Lausanne
85010082,85161554,4.0,Genève Cornavin,Lancy-Pont-Rouge
85010082,85162834,2.0,Genève Cornavin,Genève-Sécheron
85010082,87745000,27.0,Genève Cornavin,Bellegarde
85010116,85010207,1.0,Les Tuileries,Chambésy
85010116,85010215,2.0,Les Tuileries,Genthod-Bellevue
85010124,85010215,2.0,Creux-de-Genthod,Genthod-Bellevue
85010124,85010223,2.0,Creux-de-Genthod,Versoix
85010132,85010140,2.0,Pont-Céard,Mies
85010132,85010223,2.0,Pont-Céard,Versoix
85010140,85010132,2.0,Mies,Pont-Céard
85010140,85010157,2.0,Mies,Tannay
85010157,85010140,1.0,Tannay,Mies
85010157,85010231,2.0,Tannay,Coppet
85010207,85010116,1.0,Chambésy,Les Tuileries
85010207,85162834,1.0,Chambésy,Genève-Sécheron
85010215,85010116,2.0,Genthod-Bellevue,Les Tuileries
85010215,85010124,2.0,Genthod-Bellevue,Creux-de-Genthod
85010223,85010124,2.0,Versoix,Creux-de-Genthod
85010223,85010132,1.0,Versoix,Pont-Céard
85010231,85010157,1.0,Coppet,Tannay
85010264,85161554,6.0,Geneve-Aeroport,Lancy-Pont-Rouge
85011031,85011205,36.0,Vallorbe,Lausanne
85011031,87685784,10.0,Vallorbe,Les Tavins
85011031,87715136,14.0,Vallorbe,Frasne
85011031,87715219,9.0,Vallorbe,Labergement-Sainte-Marie
85011031,87715524,15.0,Vallorbe,Jougne
85011205,85010082,39.0,Lausanne,Genève Cornavin
85011205,85011031,35.0,Lausanne,Vallorbe
85015008,85303032,1.0,Martigny,Les Fumeaux
85015610,85015628,10.0,Vernayaz MC,Salvan
85015610,85303032,3.0,Vernayaz MC,Les Fumeaux
85015628,85015610,14.0,Salvan,Vernayaz MC
85015628,85015636,4.0,Salvan,Les Marécottes
85015636,85015628,4.0,Les Marécottes,Salvan
85015636,85303347,1.0,Les Marécottes,La Médettaz
85015644,85015651,8.0,Le Trétien,Finhaut
85015644,85303347,3.0,Le Trétien,La Médettaz
85015651,85015644,8.0,Finhaut,Le Trétien
85015651,85015669,7.0,Finhaut,Le Chatelard VS
85015669,85015651,8.0,Le Chatelard VS,Finhaut
85015669,85015685,3.0,Le Chatelard VS,Le Châtelard Frontière
85015685,85015669,2.0,Le Châtelard Frontière,Le Chatelard VS
85015685,87746875,6.0,Le Châtelard Frontière,Vallorcine
85030007,85000109,51.0,Zuerich HB,Basel SBB
85042150,85042218,25.0,Travers,Neuchatel
85042150,87715003,26.0,Travers,Pontarlier
85042218,85042150,22.0,Neuchatel,Travers
85042218,85070003,34.0,Neuchatel,Bern
85043141,85043158,4.0,La Chaux-de-Fonds,Le Crêt-du-Locle
85043141,85043166,7.0,La Chaux-de-Fonds,Le Locle
85043141,85043216,2.0,La Chaux-de-Fonds,La Chaux-de-Fonds Les Forges
85043158,85043166,4.0,Le Crêt-du-Locle,Le Locle
85043158,85043216,3.0,Le Crêt-du-Locle,La Chaux-de-Fonds Les Forges
85043166,85043158,4.0,Le Locle,Le Crêt-du-Locle
85043166,87598219,4.0,Le Locle,Le Locle Col des Roches
85043166,87718619,14.0,Le Locle,Morteau
85043216,85043141,3.0,La Chaux-de-Fonds Les Forges,La Chaux-de-Fonds
85043216,85043158,3.0,La Chaux-de-Fonds Les Forges,Le Crêt-du-Locle
85070003,85042218,41.0,Bern,Neuchatel
85161554,85010074,4.0,Lancy-Pont-Rouge,Vernier
85161554,85010082,4.0,Lancy-Pont-Rouge,Genève Cornavin
85161554,85010264,7.0,Lancy-Pont-Rouge,Geneve-Aeroport
85161554,85171421,2.0,Lancy-Pont-Rouge,Lancy-Bachet
85162727,85162735,1.0,Genève-Champel,Genève-Eaux-Vives
85162727,85171421,4.0,Genève-Champel,Lancy-Bachet
85162735,85162727,1.0,Genève-Eaux-Vives,Genève-Champel
85162735,85162743,2.0,Genève-Eaux-Vives,Chêne-Bourg
85162743,85162735,2.0,Chêne-Bourg,Genève-Eaux-Vives
85162743,87745497,4.0,Chêne-Bourg,Annemasse
85162834,85010082,3.0,Genève-Sécheron,Genève Cornavin
85162834,85010207,2.0,Genève-Sécheron,Chambésy
85171421,85161554,1.0,Lancy-Bachet,Lancy-Pont-Rouge
85171421,85162727,3.0,Lancy-Bachet,Genève-Champel
85303032,85015008,4.0,Les Fumeaux,Martigny
85303032,85015610,3.0,Les Fumeaux,Vernayaz MC
85303347,85015636,1.0,La Médettaz,Les Marécottes
85303347,85015644,3.0,La Médettaz,Le Trétien
85927137,85928291,10.0,Chêne-Bourg Place Favre,Genève Eaux-Vives Gare
85927137,87745497,15.0,Chêne-Bourg Place Favre,Annemasse
85928291,85927137,10.0,Genève Eaux-Vives Gare,Chêne-Bourg Place Favre
87009696,87571000,32.0,La Douzillère,Tours
87009696,87571406,7.0,La Douzillère,Montbazon
87009696,87571885,3.0,La Douzillère,Joué-lès-Tours
87024380,87589598,1.0,Le Puy-en-Velay Lafayette,Le Puy En Velay Hôpital E.Roux
87024380,87734699,5.0,Le Puy-en-Velay Lafayette,Le Puy-en-Velay
87107409,87142240,9.0,Vignory Centre,Froncles
87107409,87279869,4.0,Vignory Centre,Vouécourt
87107417,87107425,9.0,Chaumont Hôpital,Bologne Salle des Fêtes
87107417,87142000,6.0,Chaumont Hôpital,Chaumont
87107425,87107417,9.0,Bologne Salle des Fêtes,Chaumont Hôpital
87107425,87142000,15.0,Bologne Salle des Fêtes,Chaumont
87107425,87142240,12.0,Bologne Salle des Fêtes,Froncles
87107425,87326462,2.0,Bologne Salle des Fêtes,Roôcourt-la-Côte
87107433,87142240,9.0,Soncourt,Froncles
87107433,87143024,3.0,Soncourt,Vraincourt
87107433,87279869,3.0,Soncourt,Vouécourt
87107458,87107490,8.0,Gudmont-Centre,Fronville Lotissement
87107458,87142240,9.0,Gudmont-Centre,Froncles
87107458,87142273,5.0,Gudmont-Centre,Donjeux
87107458,87338194,4.0,Gudmont-Centre,Rouvroy-sur-Marne
87107466,87107508,6.0,Eurville Mairie,Marnaval Église
87107466,87175000,18.0,Eurville Mairie,Saint-Dizier
87107466,87175117,22.0,Eurville Mairie,Chevillon
87107466,87402826,2.0,Eurville Mairie,Bienville
87107474,87107508,5.0,Saint-Dizier Godard-Jeanson,Marnaval Église
87107474,87175000,5.0,Saint-Dizier Godard-Jeanson,Saint-Dizier
87107474,87338145,3.0,Saint-Dizier Godard-Jeanson,Saint-Dizier Saint-Amand
87107482,87175109,1.0,Chatonrupt,Curel
87107482,87338178,3.0,Chatonrupt,Vecqueville
87107490,87107458,11.0,Fronville Lotissement,Gudmont-Centre
87107490,87142273,4.0,Fronville Lotissement,Donjeux
87107490,87338186,3.0,Fronville Lotissement,Rupt
87107490,87338194,6.0,Fronville Lotissement,Rouvroy-sur-Marne
87107508,87107466,6.0,Marnaval Église,Eurville Mairie
87107508,87107474,6.0,Marnaval Église,Saint-Dizier Godard-Jeanson
87107508,87338145,3.0,Marnaval Église,Saint-Dizier Saint-Amand
87108829,87172254,4.0,Sedan Place Calonne,Sedan
87109306,87286005,8.0,Lille Centre Hospitalier Régional,Lille Flandres
87109306,87286112,1.0,Lille Centre Hospitalier Régional,Loos lez Lille
87109306,87286419,6.0,Lille Centre Hospitalier Régional,Wavrin
87109306,87286435,8.0,Lille Centre Hospitalier Régional,Don - Sainghin
87109306,87287250,2.0,Lille Centre Hospitalier Régional,Lille Porte de Douai
87109306,87342436,14.0,Lille Centre Hospitalier Régional,La Bassée
87110346,87118414,2.0,Ervy-le-Châtel Halles,Ervy-le-Châtel Gare
87110346,87690396,7.0,Ervy-le-Châtel Halles,Montfey
87110361,87139907,2.0,Villeneuve-au-Chemin,Coursan-en-Othe RN
87110361,87690396,4.0,Villeneuve-au-Chemin,Montfey
87110379,87117929,2.0,Fays-la-Chapelle,Jeugny Église
87110379,87117960,2.0,Fays-la-Chapelle,Saint-Phal Monument aux Morts
87111849,87171926,29.0,Marne-la-Vallée Chessy,Champagne-Ardenne TGV
87111849,87212027,99.0,Marne-la-Vallée Chessy,Strasbourg
87111849,87271494,10.0,Marne-la-Vallée Chessy,Aéroport Charles de Gaulle 2 TGV
87111849,87318964,151.0,Marne-la-Vallée Chessy,Avignon TGV
87111849,87319012,166.0,Marne-la-Vallée Chessy,Aix-en-Provence TGV
87111849,87393702,27.0,Marne-la-Vallée Chessy,Massy TGV
87111849,87396002,170.0,Marne-la-Vallée Chessy,Le Mans
87111849,87571240,118.0,Marne-la-Vallée Chessy,Saint-Pierre-des-Corps
87111849,87694109,71.0,Marne-la-Vallée Chessy,Le Creusot-TGV
87111849,87713040,82.0,Marne-la-Vallée Chessy,Dijon
87111849,87722025,121.0,Marne-la-Vallée Chessy,Lyon Perrache
87111849,87723197,104.0,Marne-la-Vallée Chessy,Lyon Part Dieu
87111849,87725705,84.0,Marne-la-Vallée Chessy,Mâcon - Loché TGV
87111849,87741009,170.0,Marne-la-Vallée Chessy,Chambéry - Challes-les-Eaux
87111849,87743005,103.0,Marne-la-Vallée Chessy,Bourg-en-Bresse
87111849,87751008,174.0,Marne-la-Vallée Chessy,Marseille Saint-Charles
87111849,87762906,99.0,Marne-la-Vallée Chessy,Lyon Saint-Exupéry TGV
87111849,87763029,126.0,Marne-la-Vallée Chessy,Valence TGV Rhône-Alpes Sud
87111864,87783563,6.0,Balsièges Bourg,Barjac
87111864,87783605,9.0,Balsièges Bourg,Mende
87112326,87112334,2.0,Carignan Rue de la Paix,Wé
87112326,87172353,2.0,Carignan Rue de la Paix,Carignan
87112334,87112326,2.0,Wé,Carignan Rue de la Paix
87112334,87172346,2.0,Wé,Sachy
87112342,87172395,6.0,Fromy,Linay
87112342,87172411,4.0,Fromy,Margut - Fromy
87112714,87172411,1.0,Margut Place Trouslard,Margut - Fromy
87112714,87173401,4.0,Margut Place Trouslard,La Ferté-sur-Chiers
87112771,87216127,5.0,Saint-Hilaire-sous-Romilly,Romilly-sur-Seine Hôpital
87112771,87216184,2.0,Saint-Hilaire-sous-Romilly,Crancey Route Nationale
87113001,80253914,108.0,Paris Est,Sarrebruck
87113001,87116137,46.0,Paris Est,Longueville
87113001,87116517,36.0,Paris Est,La Ferté-sous-Jouarre
87113001,87116582,45.0,Paris Est,Château-Thierry
87113001,87118190,54.0,Paris Est,Nogent-sur-Seine
87113001,87141002,88.0,Paris Est,Nancy
87113001,87142109,74.0,Paris Est,Lorraine TGV
87113001,87147322,59.0,Paris Est,Meuse TGV
87113001,87171009,44.0,Paris Est,Reims
87113001,87171512,130.0,Paris Est,Dormans
87113001,87171926,39.0,Paris Est,Champagne-Ardenne TGV
87113001,87174003,82.0,Paris Est,Châlons-en-Champagne
87113001,87182063,161.0,Paris Est,Mulhouse
87113001,87192039,82.0,Paris Est,Metz
87113001,87193003,99.0,Paris Est,Forbach
87113001,87212027,103.0,Paris Est,Strasbourg
87116137,87113001,47.0,Longueville,Paris Est
87116137,87118190,11.0,Longueville,Nogent-sur-Seine
87116517,87113001,37.0,La Ferté-sous-Jouarre,Paris Est
87116517,87116582,15.0,La Ferté-sous-Jouarre,Château-Thierry
87116582,87113001,46.0,Château-Thierry,Paris Est
87116582,87116517,15.0,Château-Thierry,La Ferté-sous-Jouarre
87116582,87171512,11.0,Château-Thierry,Dormans
87117119,87117937,7.0,Auxon Église,Montigny-les-Monts Mairie
87117119,87118414,7.0,Auxon Église,Ervy-le-Châtel Gare
87117440,87117457,4.0,Martigny-Les-Gerbonvaux Centre,Autreville Centre
87117440,87141259,5.0,Martigny-Les-Gerbonvaux Centre,Soulosse Route Nationale
87117457,87117440,6.0,Autreville Centre,Martigny-Les-Gerbonvaux Centre
87117457,87744011,6.0,Autreville Centre,Colombey-les-Belles Mairie
87117465,87141754,3.0,Allamps E.S.A.T,Barisey-la-Côte Gare
87117499,87191387,4.0,Hestroff Eglise,Anzeling
87117499,87406751,4.0,Hestroff Eglise,Ebersviller Centre
87117507,87191411,3.0,Vaudreching Bernanos,Remelfang Giratoire
87117507,87193177,3.0,Vaudreching Bernanos,Bouzonville
87117507,87735522,2.0,Vaudreching Bernanos,Bouzonville Institut Providenc
87117515,87193169,2.0,Alzing Rue de Brettnach,Brettnach Centre
87117515,87406728,3.0,Alzing Rue de Brettnach,Bouzonville Rue d'Alzing
87117523,87193144,2.0,Hargarten-aux-Mines Rue Principale,Falck Gare
87117523,87193151,5.0,Hargarten-aux-Mines Rue Principale,Teterchen Rue Jeanne D'Arc
87117598,87194480,2.0,Montigny-sur-Chiers Eglise,Montigny-sur-Chiers la Roche
87117598,87406660,4.0,Montigny-sur-Chiers Eglise,Cons-la-Grandville Haut Fourneau
87117606,87406678,2.0,Lexy Carrefour,Cons-la-Grandville Lotissement
87117606,87406694,1.0,Lexy Carrefour,Lexy Rue du Square
87117689,87215145,4.0,Hertzing Centre,Heming Mairie
87117689,87407403,2.0,Hertzing Centre,Gondrexange Centre
87117697,87215145,4.0,Bébing Route Nationale,Heming Mairie
87117697,87407106,6.0,Bébing Route Nationale,Sarrebourg Verreries
87117903,87117978,4.0,Bouilly Mairie,Villery
87117903,87139667,12.0,Bouilly Mairie,Troyes Lombards
87117903,87727875,10.0,Bouilly Mairie,Saint Pouange Lycée Agricole
87117911,87117937,4.0,Chamoy-Carrefour D1/D23,Montigny-les-Monts Mairie
87117911,87117960,3.0,Chamoy-Carrefour D1/D23,Saint-Phal Monument aux Morts
87117929,87110379,2.0,Jeugny Église,Fays-la-Chapelle
87117929,87139873,3.0,Jeugny Église,Machy
87117937,87117119,7.0,Montigny-les-Monts Mairie,Auxon Église
87117937,87117911,4.0,Montigny-les-Monts Mairie,Chamoy-Carrefour D1/D23
87117952,87117978,3.0,Saint-Jean-de-Bonneval Église,Villery
87117952,87139865,4.0,Saint-Jean-de-Bonneval Église,Lirey la Chapelle
87117960,87110379,2.0,Saint-Phal Monument aux Morts,Fays-la-Chapelle
87117960,87117911,3.0,Saint-Phal Monument aux Morts,Chamoy-Carrefour D1/D23
87117978,87117119,12.0,Villery,Auxon Église
87117978,87117903,4.0,Villery,Bouilly Mairie
87117978,87117952,3.0,Villery,Saint-Jean-de-Bonneval Église
87117986,87139907,5.0,Neuvy-Sautour Route Nationale,Coursan-en-Othe RN
87117986,87683334,8.0,Neuvy-Sautour Route Nationale,Saint-Florentin-Ville
87117986,87765941,8.0,Neuvy-Sautour Route Nationale,Saint-Florentin Gare routière
87117994,87683268,13.0,Brienon-sur-Armançon Mairie,Laroche - Migennes
87117994,87683334,10.0,Brienon-sur-Armançon Mairie,Saint-Florentin-Ville
87118000,87118158,17.0,Troyes,Romilly-sur-Seine
87118000,87118257,15.0,Troyes,Vendeuvre
87118000,87174003,70.0,Troyes,Châlons-en-Champagne
87118000,87216051,3.0,Troyes,Troyes Victor Hugo
87118000,87727735,3.0,Troyes,Troyes Théâtre de Champagne
87118067,87727750,1.0,Saint-Lyé Eglise,Saint-Lyé Mantenay
87118067,87727768,1.0,Saint-Lyé Eglise,Saint Lyé Gravières
87118075,87727784,1.0,Payns Mairie,Payns Église
87118075,87727792,1.0,Payns Mairie,Payns Abri Côté Savières
